Sentence #,Word,POS,Tag
,(S),-LRB-,O
,6%,CD,O
,GST,NNP,O
,6%,CD,O
,TAX,NNP,O
,AMT,NNP,O
,(Z),-LRB-,O
,GST,NNP,O
,0%,CD,O
,TAX,NNP,O
,AMT,NNP,O
,(E),-LRB-,O
,6%,CD,O
,EXC,NNP,O
,GST,NNP,O
,6%,CD,O
,RM,NNP,O
,13.30,CD,O
,RM,NNP,O
,0.80,CD,O
,RM,NNP,O
,0.00,CD,O
,RM,NNP,O
,0.00,CD,O
,RM,NNP,O
,0.00,CD,O
,RM,NNP,O
,0.00,CD,O
,TOTAL,NNP,O
,RM,NNP,O
,14.10,CD,B-total
,CASH,NNP,O
,RM,NNP,O
,20.00,CD,O
,CHANGE,NNP,O
,RM,NNP,O
,5.90,CD,O
,THANK,VBP,O
,YOU,PRP,O
,FOR,IN,O
,SHOPPING,NN,O
,GOODS,JJ,O
,SOLD,NN,O
,ARE,VBP,O
,NOT,RB,O
,RETURNABLE.,NN,O
,FRIDAY,NNP,O
,29-12-2017,CD,B-date
,0%,NFP,O
Sentence: 11,AIK,VB,B-company
,HUAT,NN,I-company
,HARDWARE,NN,I-company
,ENTERPRISE,NNP,I-company
,(SETIA,:,I-company
,ALAM),NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,822737-X,CD,O
,NO.,NNP,B-address
,17-G,CD,I-address
,JALAN,NNP,I-address
,SETIA,NNP,I-address
,INDAH,NNP,I-address
,(X),-LRB-,I-address
,U13/X,NNP,I-address
,SETIA,NNP,I-address
,ALAM,NNP,I-address
,SEKSYEN,NNP,I-address
,U13,NNP,I-address
,40170,CD,I-address
,SHAH,NNP,I-address
,ALAM,NNP,I-address
,TEL:,ADD,O
,012,CD,O
,-,SYM,O
,6651783,CD,O
,FAX:,NNP,O
,03,CD,O
,-,SYM,O
,33623608,CD,O
,GST,NNP,O
,NO:,NNP,O
,000394528768,CD,O
,SIMPLIFIED,VB,O
,TAX,NN,O
,INVOICE,NN,O
,CASH,NNP,O
,RECEIPT,NNP,O
,#:,:,O
,CSP0393921,NNP,O
,DATE:,NNP,O
,15/06/2017,CD,B-date
,BIG,NNP,O
,STRETCH,NNP,O
,FILM,NNP,O
,???,.,O
,SALESPERSON,NNP,O
,:,:,O
,AH002,NNP,O
,TIME:,NNP,O
,15:28:00,CD,O
,ITEM,RB,O
,QTY,NNP,O
,U/P,NNP,O
,(RM),ADD,O
,AMOUNT,NNP,O
,(RM),ADD,O
,2000160000024,CD,O
,1,LS,O
,15.00,CD,B-total
,15.00,CD,I-total
,S,NNP,O
,"20""",CD,O
,1.6KG,CD,O
,X,NNP,O
,500MM,NNP,O
,TAL,NNP,O
,QUANTITY,NNP,O
,1,LS,O
,SUB-TOTAL,NNP,O
,(GST),NFP,O
,15.00,CD,B-total
,DISC,NNP,O
,0.00,CD,O
,ROUNDING,NNP,O
,0.00,CD,O
,TOTAL,NNP,O
,15.00,CD,B-total
,CASH,NNP,O
,15.00,CD,B-total
,CHANGE,NNP,O
,0.00,CD,O
,*GST,NFP,O
,@,NFP,O
,6%,CD,O
,INCLUDED,VBN,O
,IN,IN,O
,TOTAL,NN,O
,GST,NNP,O
,SUMMARY,NNP,O
,CODE,NNP,O
,AMOUNT,NNP,O
,%,NN,O
,TAX/AMT,NNP,O
,SR,NNP,O
,14.15,CD,O
,6,CD,O
,0.85,CD,O
,TAX,NN,O
,TOTAL:,FW,O
,0.85,CD,O
,GOODS,JJ,O
,SOLD,NN,O
,ARE,VBP,O
,NOT,RB,O
,REFONDABLE,VBN,O
,THANK,VBP,O
,YOU,PRP,O
,FOR,IN,O
,CHOOSING,VBG,O
,US.,NN,O
,PROVIDE,NNS,O
,ORIGINAL,VBP,O
,BILL,NN,O
,FOR,IN,O
,GOODS,NN,O
,EXCHANGE,NN,O
,WITHIN,IN,O
,1,CD,O
,WEEK,NN,O
,FROM,IN,O
,TRANSACTION,NN,O
,GOODS,NNP,O
,MUST,MD,O
,BE,VB,O
,IN,IN,O
,ORIGINAL,JJ,O
,STATE,NN,O
,TO,TO,O
,BE,VB,O
,ENTITLED,NN,O
,FOR,IN,O
,EXCHANGE.,NNP,O
Sentence: 12,HOME,NNP,B-company
,MASTER,NNP,I-company
,HARDWARE,NNP,I-company
,&,CC,companyaddress
,ELECTRICAL,NNP,B-company
,NO.113G,NNP,B-address
,&,CC,companyaddress
,115G,CD,B-address
,JALAN,NNP,I-address
,SETIA,NNP,I-address
,GEMBILANG,NNP,I-address
,U13/BG,UH,I-address
,BANDAR,NNP,I-address
,SETIA,NNP,I-address
,ALAM,NNP,I-address
,40170,CD,I-address
,BANDAR,NNP,I-address
,SETIA,NNP,I-address
,ALAM,NNP,I-address
,SELANGOR.,NNP,I-address
,COMPANY,NNP,O
,REG,NNP,O
,NO.,CD,O
,:SA03711551-P,:,O
,GST,NNP,O
,REG,NN,O
,NO.,NN,O
,:001637511168,:,O
,TAX,NN,O
,INVOICE,NN,O
,INVOLCE,NNP,O
,NO.:,XX,O
,DATE,NN,O
,:,:,O
,22/12/2017,CD,B-date
,14:03,CD,O
,CASHLER,NNS,O
,#,NN,O
,:,:,O
,CASHIER,NNP,O
,RM,NNP,O
,CODE,NNP,O
,24MMX7Y,CD,O
,M.ONE,NN,O
,TAPE,NNP,O
,1.00,CD,O
,X,NNP,O
,15.90,CD,B-total
,15.90,CD,I-total
,SR,NNP,O
,SUBTOTAL,NNP,O
,:,:,O
,15.90,CD,B-total
,TOTAL,NNP,O
,EXCL.,NNP,O
,OF,IN,O
,GST,NN,O
,15.00,CD,O
,TOTAL,JJ,O
,INCL.,NNP,O
,OF,IN,O
,GST,NNP,O
,15.90,CD,B-total
,TOTAL,JJ,O
,AMT,NNP,O
,ROUNDED,NN,O
,15.90,CD,B-total
,PAYMENT,NN,O
,:,:,O
,50.00,CD,O
,CHANGE,NNP,O
,DUE,NNP,O
,:,:,O
,34.10,CD,O
,TOTAL,NNP,O
,ITEM(S),NNP,O
,:,:,O
,1,CD,O
,G,NNP,O
,AMOUNT(RM),NNP,O
,TAX(RM),FW,O
,SR,NNP,O
,@,NFP,O
,6%,CD,O
,15.00,CD,O
,0.90,CD,O
,THANK,VBP,O
,YOU,PRP,O
,ANY,DT,O
,GOODS,NNP,O
,RETURN,NN,O
,PLEASE,NN,O
,DO,VB,O
,WITHIN,IN,O
,7,CD,O
,DAYS,NNS,O
,WITH,IN,O
,ORIGINAL,JJ,O
,RECEIPT,NNP,O
,TQ^^,CD,O
,CS,NNP,O
,67832,CD,O
,UMMARY,NNP,O
Sentence: 13,RESTORAN,NNP,B-company
,HASSANBISTRO,NNP,I-company
,NO.2-1-1,NNP,B-address
,JALAN,NNP,I-address
,SETIA,NNP,O
,PRIMA,NNP,B-address
,Q,NN,I-address
,U,NNP,I-address
,13/Q,CD,I-address
,SETIA,NNP,O
,ALAM,NNP,B-address
,40170,CD,I-address
,SHAM,NNP,O
,ALAM,NNP,B-address
,SELANGOR,NNP,I-address
,TAX,NN,O
,INVOICE,NN,O
,TERMINAL,NN,O
,:,:,O
,C1,NNP,O
,2017-12-28,NNP,O
,22:17PM,CD,O
,THANK,VB,O
,YOU.COME,``,O
,AGAIN,RB,O
,CASHIER,NNP,O
,:,:,O
,HASSAN,NNP,O
,0.00,CD,O
,BILL,NNP,O
,NO,UH,O
,:,:,O
,C1-0170778,NNP,O
,RM,NNP,O
,DATE,NNP,O
,:,:,O
,12/28/2017,CD,B-date
,10:17:32,CD,O
,PM,NN,O
,CHANGE,NNP,O
,TOKEN,NNP,O
,:,:,O
,CT1,NNP,O
,15.00,CD,B-total
,TABLE,NNP,O
,:,:,O
,CT1,NNP,O
,RM,NNP,O
,PR,NN,O
,QTY,NNP,O
,U.PRICE,NNP,O
,GST,NNP,O
,TOTAL,NNP,O
,MAKANAN,NNP,O
,1,LS,O
,15.00,CD,B-total
,0,NFP,O
,15.00,CD,B-total
,ZR,NNP,O
,TOTAL,JJ,O
,ITEMS,NNS,O
,=,NFP,O
,1.00,CD,O
,TOTAL,JJ,O
,QTY,NNP,O
,=,NFP,O
,1.00,CD,O
,SUB,NNP,O
,TOTAL,NNP,O
,RM,NNP,O
,15.00,CD,B-total
,DISCOUNT,NNP,O
,RM,NNP,O
,0.00,CD,O
,TOTAL,NNP,O
,EXCL,NNP,O
,.6%,.,O
,GST,NNP,O
,RM,NNP,O
,15.00,CD,B-total
,GST,NNP,O
,6%,CD,O
,RM,NNP,O
,0.00,CD,O
,TOTAL,NNP,O
,INCL,NNS,O
,.6%,.,O
,GST,NNP,O
,RM,NNP,O
,15.00,CD,B-total
,ROUNDING,NNP,O
,RM,NNP,O
,0.00,CD,O
,CASH,NNP,O
,T,NNP,O
Sentence: 14,ASIA,NNP,B-company
,MART,NNP,I-company
,(SA0264195-T),NNP,O
,NO.23,NNP,B-address
,BATU,NNP,I-address
,10,CD,I-address
,TAMAN,NN,I-address
,SENTOSA,NNP,I-address
,JALAN,NNP,I-address
,KAPAR,NNP,I-address
,42200,CD,I-address
,KLANG,NNP,I-address
,SELANGOR.,NNP,I-address
,GST,NNP,O
,ID,NNP,O
,:,:,O
,001609584640,CD,O
,TAX,NN,O
,INVOICE,NN,O
,DOC,NNP,O
,NO,UH,O
,:,:,O
,CS02070163,NNP,O
,DATE:,NNP,O
,22/12/2017,CD,B-date
,CASHIER,NNP,O
,:,:,O
,EIRA,NNP,O
,TIME:,NNP,O
,00:06:00,.,O
,SALESPERSON,NNP,O
,:,:,O
,EIRA,NNP,O
,S,NNP,O
,LIME,NNP,O
,50G,CD,O
,REF.:,NNP,O
,ITEM,RB,O
,QTY,NNP,O
,S/PRICE,CD,O
,(GST),NFP,O
,(GST),NFP,O
,S/PRICE,CD,O
,AMOUNT,NNP,O
,TAX,NN,O
,9556641320027,CD,O
,17,CD,O
,0.85,CD,O
,0.90,CD,O
,15.25,CD,O
,SR,NNP,O
,DELICIA,NNP,O
,CHOCOLATE,NNP,O
,[50G],XX,O
,9556231110045,CD,O
,1,LS,O
,3.55,CD,O
,3.55,CD,O
,3.55,CD,O
,ZRL,NNP,O
,GARDENIA,NNP,O
,ORIGINAL,JJ,O
,CLASSIC,NN,O
,JUMBO,NNS,O
,[600G],XX,O
,9556127101331,CD,O
,1,LS,O
,1.41,CD,O
,1.50,CD,O
,1.50,CD,O
,SR,NNP,O
,HU,NNP,O
,8850199320722,CD,O
,1,LS,O
,1.42,CD,O
,1.51,CD,O
,1.51,CD,O
,SR,NNP,O
,DOREMON,VBN,O
,CATCAT,VBD,O
,JOY,NNP,O
,15G,CD,O
,8850199320722,CD,O
,1,LS,O
,1.42,CD,O
,1.51,CD,O
,1.51,CD,O
,SR,NNP,O
,DOREMON,VBN,O
,CATCAT,VBD,O
,JOY,NNP,O
,15G,CD,O
,8888002188511,CD,O
,1,LS,O
,2.30,CD,O
,2.44,CD,O
,2.44,CD,O
,SR,NNP,O
,MINUTE,NNP,O
,MAID,NNP,O
,PULPY,NNS,O
,[OREN],XX,O
,[350ML],XX,O
,8888002188511,CD,O
,1,LS,O
,2.30,CD,O
,2.44,CD,O
,2.44,CD,O
,SR,NNP,O
,MINUTE,NNP,O
,MAID,NNP,O
,PULPY,NNS,O
,[OREN],XX,O
,[350ML],XX,O
,9556145026,CD,O
,1,LS,O
,1.51,CD,O
,1.60,CD,O
,1.60,CD,O
,SR,NNP,O
,TINGE,NN,O
,LEMON,NNS,O
,DRINK,NN,O
,500ML,NNP,O
,955657031213,CD,O
,2.74,CD,O
,2.90,CD,O
,2.90,CD,O
,SR,NNP,O
,100,CD,O
,PLUS,NNP,O
,[1.50],.,O
,TOTAL,NNP,O
,QTY:,VBP,O
,25,CD,O
,32.69,CD,O
,TOTAL,JJ,O
,SALES,NNS,O
,(EXCLUDING,-LRB-,O
,GST),XX,O
,:,:,O
,31.03,CD,O
,DISCOUNT,NNP,O
,:,:,O
,0.00,CD,O
,TOTAL,JJ,O
,GST,NNP,O
,:,:,O
,1.65,CD,O
,ROUNDING,NNP,O
,:,:,O
,0.02,CD,O
,TOTAL,JJ,O
,SALES,NNS,O
,(INCLUSIVE,-LRB-,O
,OF,IN,O
,GST),NNP,O
,:,:,O
,32.70,CD,B-total
,CASH,NN,O
,:,:,O
,40.00,CD,O
,CHANGE,NNS,O
,:,:,O
,7.30,CD,O
,GST,NNP,O
,SUMMARY,NNP,O
,TAX,NN,O
,CODE,NN,O
,%,NN,O
,AMT,NNP,O
,(RM),NNP,O
,TAX,NN,O
,(RM),VBZ,O
,SR,NNP,O
,ZRL,NNP,O
,6,CD,O
,0,NFP,O
,27.48,CD,O
,3.55,CD,O
,1.65,CD,O
,0.00,CD,O
,1.65,CD,O
,TOTAL,NN,O
,:,:,O
,31.03,CD,O
,GOODS,JJ,O
,SOLD,NN,O
,ARE,VBP,O
,NOT,RB,O
,RETURNABLE,VBN,O
,THANK,VBP,O
,YOU.,JJ,O
Sentence: 15,HOME,NNP,B-company
,MASTER,NNP,I-company
,HARDWARE,NNP,I-company
,&,CC,companyaddress
,ELECTRICAL,NNP,B-company
,NO.113G,NNP,B-address
,&,CC,companyaddress
,115G,CD,B-address
,JALAN,NNP,I-address
,SETIA,NNP,I-address
,GEMBILANG,NNP,I-address
,U13/BG,UH,I-address
,BANDAR,NNP,I-address
,SETIA,NNP,I-address
,ALAM,NNP,I-address
,40170,CD,I-address
,BANDAR,NNP,I-address
,SETIA,NNP,I-address
,ALAM,NNP,I-address
,SELANGOR.,NNP,I-address
,COMPANY,NN,O
,REG,RB,O
,NO.:SA03711551-P,RB,O
,GST,NNP,O
,REG,NNP,O
,NO.:001637511168,CD,O
,TAX,NN,O
,INVOICE,NN,O
,INVOICE,NNP,O
,NO.:,NNP,O
,CS,NNP,O
,67832,CD,O
,DATE,NN,O
,:,:,O
,22/12/2017,CD,B-date
,14:03,CD,O
,CASHIER#:,NNP,O
,CASHIER,NNP,O
,RM,NNP,O
,CODE,NNP,O
,24MMX7Y,CD,O
,M.ONE,NN,O
,TAPE,NNP,O
,1.00,CD,O
,X,NNP,O
,15.90,CD,B-total
,15.90,CD,I-total
,SR,NNP,O
,SUBTOTAL,NNP,O
,:,:,O
,15.90,CD,B-total
,TOTAL,NNP,O
,EXCL.,NNP,O
,OF,IN,O
,GST,NN,O
,15.00,CD,O
,TOTAL,JJ,O
,INCL.,NNP,O
,OF,IN,O
,GST,NNP,O
,15.90,CD,B-total
,TOTAL,JJ,O
,AMT,NNP,O
,ROUNDED,NN,O
,15.90,CD,B-total
,PAYMENT,NN,O
,:,:,O
,50.00,CD,O
,CHANGE,NNP,O
,DUE,NNP,O
,:,:,O
,34.10,CD,O
,TOTAL,NNP,O
,ITEM(S),NNP,O
,:,:,O
,1,CD,O
,G,NNP,O
,UMMARY,NNP,O
,AMOUNT(RM),NNP,O
,TAX,NN,O
,(RM),VBZ,O
,SR,NNP,O
,@,NFP,O
,6%,CD,O
,15.00,CD,O
,0.90,CD,O
Sentence: 16,LIGHTROOM,NNP,B-company
,GALLERY,NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,NO:,NNP,B-address
,28,CD,I-address
,JALAN,NNP,I-address
,ASTANA,NNP,I-address
,1C,NN,I-address
,BANDAR,NNP,I-address
,BUKIT,NNP,I-address
,RAJA,VBD,I-address
,41050,CD,I-address
,KLANG,NNP,I-address
,SELANGOR,NNP,I-address
,D.E,NNP,I-address
,MALAYSIA,NNP,I-address
,ROC,NNP,O
,NO.,NNP,O
,:,:,O
,(1072825-A),-LRB-,O
,GST,NNP,O
,NO.,CD,O
,:,:,O
,000584089600,CD,O
,TEL:03-3362,NNP,O
,4395,CD,O
,FAX:03-3362,NNP,O
,4395,CD,O
,TAX,NN,O
,INVOICE,NN,O
,STATION:,NNP,O
,CASHIER,NNP,O
,BILL,NNP,O
,NO:,NNP,B-address
,LCS03908,NNP,O
,CAS,NNP,O
,COVER,NNP,O
,BILL,NNP,O
,DATE,NN,O
,:,:,O
,20/12/2017,CD,B-date
,BILL,NNP,O
,START:,NNP,O
,20/12/2017,CD,B-date
,07:10:35,CD,O
,PM,NN,O
,CODE,NNP,O
,:,:,O
,300-C0001,CD,O
,NAME,NNP,O
,:,:,O
,CASH,NNP,O
,ADDRESS,NNP,O
,GST,NNP,O
,NO.,CD,O
,CH50514,NNP,O
,SR,NNP,O
,T5,NNP,O
,JOINT,NNP,O
,2PIN,CD,O
,2PCS,CD,O
,1,LS,O
,*,NFP,O
,RM,NNP,O
,0.17)=RM,ADD,O
,2.83,CD,O
,UNI,NNP,O
,(,-LRB-,O
,2.83,CD,O
,YT51874,ADD,O
,SR,NNP,O
,YE30,NNP,O
,BK,NNP,O
,7W,NN,O
,WW,NNP,O
,LED,NNP,O
,TRACK,NN,O
,LIGHT,NN,O
,2,LS,O
,*,NFP,O
,RM,NNP,O
,66.04,CD,O
,SUB,NNP,O
,TOTAL,NNP,O
,RM,NNP,O
,SERVICE,NNP,O
,CHARGE,NNP,O
,RM,NNP,O
,GST/TAX,NNP,O
,6%,CD,O
,RM,NNP,O
,TO,IN,O
,RM,NNP,O
,CA,NNP,O
,RM,NNP,O
,CHANGE:,NNP,O
,RM,NNP,O
,ITEM,RB,O
,COUNT:,NNP,O
,2,CD,O
,QTY,NNP,O
,COUNT,NNP,O
,:,:,O
,3.0,CD,O
,CLOSED,DT,O
,BILL:,NNP,O
,20/12/2017,CD,B-date
,07:10:51,CD,O
,PM,NN,O
,THANK,VBP,O
,YOU,PRP,O
,PLEASE,VBP,O
,COME,VB,O
,AGAIN.,NNP,O
,GOODS,JJ,O
,SOLD,NN,O
,ARE,VBP,O
,NOT,RB,O
,REFUNDABLE,VBN,O
,RETURNABLE,NNP,O
,BANK,NNP,O
,ACC,NNP,O
,MBB,NNP,O
,5128,CD,O
,4851,CD,O
,2118,CD,O
,BANK,NNP,O
,ACC,NNP,O
,MBB,VBD,O
,5626,CD,O
,4732,CD,O
,1744,CD,O
,BANK,NNP,O
,ACC,NNP,O
,AMBANK,RB,O
,888,CD,O
,100,CD,O
,123,CD,O
,3706,CD,O
,GST,NNP,O
,SUMMARY,NNP,O
,AMOUNT,NNP,O
,(RM),-LRB-,O
,TAX,NN,O
,(RM),VBZ,O
,SR,NNP,O
,@,CD,O
,6%,CD,O
,68.87,CD,O
,4.13,CD,O
,ZR/OS/EZ,NNP,O
,0.00,CD,O
,0.00,CD,O
,R:,VB,O
,ANGELA,NNP,O
,:,:,O
,1,LS,O
,:,:,O
,:,:,O
,:,:,O
,:,:,O
,33.02,CD,O
,UNI,NNP,O
,(,-LRB-,O
,3.96)=RM,ADD,O
,:,:,O
,:,:,O
,:,:,O
,68.87,CD,O
,0.00,CD,O
,4.13,CD,O
,:,:,O
,:,:,O
,73.00,CD,B-total
,73.00,CD,I-total
,0.00,CD,O
Sentence: 17,LIGHTROOM,NNP,B-company
,GALLERY,NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,NO:,NNP,B-address
,28,CD,I-address
,JALAN,NNP,I-address
,ASTANA,NNP,I-address
,1C,NN,I-address
,BANDAR,NNP,I-address
,BUKIT,NNP,I-address
,RAJA,VBD,I-address
,41050,CD,I-address
,KLANG,NNP,I-address
,SELANGOR,NNP,I-address
,D.,NNP,O
,E,NN,O
,MALAYSIA,NNP,B-address
,ROC,NNP,O
,NO.,NNP,O
,:,:,O
,(1072825-A),-LRB-,O
,GST,NNP,O
,NO.,CD,O
,:,:,O
,000584089600,CD,O
,TEL:03-3362,NNP,O
,4395,CD,O
,FAX:03-3362,NNP,O
,4395,CD,O
,CREDIT,NN,O
,NOTE,NN,O
,STATION:,NNP,O
,CASHIER,NNP,O
,C/N,NNP,O
,NO:,NNP,B-address
,LCN00211,NNP,O
,CASHIER:,RB,O
,ANGELA,NNP,O
,COVER,NN,O
,:,:,O
,1,CD,O
,BILL,NNP,O
,DATE,NN,O
,:,:,O
,20/11/2017,CD,B-date
,BILL,NNP,O
,START:,NNP,O
,20/11/2017,CD,B-date
,03:55:07,CD,O
,PM,NN,O
,NT,NNP,O
,:,:,O
,2.0,CD,O
,CODE,NNP,O
,:,:,O
,300-E0009,CD,O
,NAME,NNP,O
,:,:,O
,ESWARAN,NN,O
,012-6369400,.,O
,ADDRESS,NNP,O
,:,:,O
,:,:,O
,:,:,O
,GST,NNP,O
,NO.,CD,O
,:,:,O
,-,:,O
,SR,NNP,O
,REFER,NN,O
,LCS03158,NNP,O
,0,NFP,O
,*,NFP,O
,UNIT,NNP,O
,YT51775,ADD,O
,SR,NNP,O
,1059,CD,O
,18W,CD,O
,SQ,NNP,O
,WW,NNP,O
,BK,NNP,O
,SUR,NNP,O
,LED,NNP,O
,LIGHT,NNP,O
,1059,CD,O
,SQUARE,NNP,O
,BLACK,NNP,O
,FRAME,NN,O
,2,LS,O
,*,NFP,O
,RM,NNP,O
,18.77,CD,O
,UNI,NNP,O
,(,-LRB-,O
,2.25)=RM,CD,O
,37.55,CD,O
,BILL:,NNP,O
,20/11/2017,CD,B-date
,03:55:56,CD,O
,PM,NN,O
,ZR/OS/EZ,NNP,O
,0.00,CD,O
,0.00,CD,O
,SUB,NNP,O
,TOTAL,NNP,O
,:,:,O
,RM,NNP,O
,37.55,CD,O
,SERVICE,NNP,O
,CHARGE,NNP,O
,:,:,O
,RM,NNP,O
,0.00,CD,O
,GST/TAX,NNP,O
,6%,CD,O
,:,:,O
,RM,NNP,O
,2.25,CD,O
,TOTAL,NN,O
,:,:,O
,RM,NNP,O
,39.80,CD,B-total
,CASH,NN,O
,:,:,O
,RM,NNP,O
,39.80,CD,B-total
,CHANGE:,NNP,O
,RM,NNP,O
,0.00,CD,O
,ITEM,RB,O
,COUNT:,NNP,O
,2,CD,O
,QTY,NNP,O
,CLOS,NNP,O
,THANK,VBP,O
,YOU,PRP,O
,PLEASE,VBP,O
,COME,VB,O
,AGAIN.,NNP,O
,GOODS,JJ,O
,SOLD,NN,O
,ARE,VBP,O
,NOT,RB,O
,REFUNDABLE,VBN,O
,RETURNABLE,NNP,O
,BANK,NNP,O
,ACC,NNP,O
,MBB,NNP,O
,5128,CD,O
,4851,CD,O
,2118,CD,O
,BANK,NNP,O
,ACC,NNP,O
,MBB,VBD,O
,5626,CD,O
,4732,CD,O
,1744,CD,O
,BANK,NNP,O
,ACC,NNP,O
,AMBANK,RB,O
,888,CD,O
,100,CD,O
,123,CD,O
,3706,CD,O
,GST,NNP,O
,SUMMARY,NNP,O
,AMOUNT,NNP,O
,(RM),-LRB-,O
,TAX,NN,O
,(RM),VBZ,O
,SR,NNP,O
,@,CD,O
,6%,CD,O
,37.55,CD,O
,2.25,CD,O
Sentence: 18,LIGHTROOM,NNP,B-company
,GALLERY,NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,NO:,NNP,B-address
,28,CD,I-address
,JALAN,NNP,I-address
,ASTANA,NNP,I-address
,1C,NN,I-address
,BANDAR,NNP,I-address
,BUKIT,NNP,I-address
,RAJA,VBD,I-address
,41050,CD,I-address
,KLANG,NNP,I-address
,SELANGOR,NNP,I-address
,D.E,NNP,I-address
,MALAYSIA,NNP,I-address
,ROC,NNP,O
,NO.,NNP,O
,:,:,O
,(1072825-A),-LRB-,O
,GST,NNP,O
,NO.,CD,O
,:,:,O
,000584089600,CD,O
,TEL:03-3362,NNP,O
,4395,CD,O
,FAX:03-3362,NNP,O
,4395,CD,O
,TAX,NN,O
,INVOICE,NN,O
,STATION:,NNP,O
,CASHIER,NNP,O
,BILL,NNP,O
,NO:,NNP,B-address
,LCS03908,NNP,O
,CAS,NNP,O
,R:,VB,O
,ANGELA,NNP,O
,COVER,NN,O
,:,:,O
,1,CD,O
,BILL,NNP,O
,DATE,NN,O
,:,:,O
,20/12/2017,CD,B-date
,BILL,NNP,O
,START:,NNP,O
,20/12/2017,CD,B-date
,07:10:35,CD,O
,PM,NN,O
,CODE,NNP,O
,:,:,O
,300-C0001,CD,O
,NAME,NNP,O
,:,:,O
,CASH,NNP,O
,ADDRESS,NNP,O
,:,:,O
,:,:,O
,:,:,O
,GST,NNP,O
,NO.,CD,O
,:,:,O
,CH50514,NNP,O
,SR,NNP,O
,T5,NNP,O
,JOINT,NNP,O
,2PIN,CD,O
,2PCS,CD,O
,*,NFP,O
,RM,NNP,O
,2.83,CD,O
,UNI,NNP,O
,(,-LRB-,O
,0.17)=RM,CD,O
,2.83,CD,O
,1,LS,O
,YT51874,ADD,O
,SR,NNP,O
,YE30,NNP,O
,BK,NNP,O
,7W,NN,O
,WW,NNP,O
,LED,NNP,O
,TRACK,NN,O
,LIGHT,NN,O
,2,LS,O
,*,NFP,O
,RM,NNP,O
,33.02,CD,O
,UNI,NNP,O
,(,-LRB-,O
,3.96)=RM,CD,O
,66.04,CD,O
,SUB,NNP,O
,TOTAL,NNP,O
,:,:,O
,RM,NNP,O
,68.87,CD,O
,SERVICE,NNP,O
,CHARGE,NNP,O
,:,:,O
,RM,NNP,O
,0.00,CD,O
,GST/TAX,NNP,O
,6%,CD,O
,:,:,O
,RM,NNP,O
,4.13,CD,O
,TO,IN,O
,:,:,O
,RM,NNP,O
,73.00,CD,B-total
,CA,NNP,O
,:,:,O
,RM,NNP,O
,73.00,CD,B-total
,CHANGE:,NNP,O
,RM,NNP,O
,0.00,CD,O
,ITEM,RB,O
,COUNT:,NNP,O
,2,CD,O
,QTY,NNP,O
,COUNT,NNP,O
,:,:,O
,3.0,CD,O
,CLOSED,DT,O
,BILL:,NNP,O
,20/12/2017,CD,B-date
,07:10:51,CD,O
,PM,NN,O
,THANK,VBP,O
,YOU,PRP,O
,PLEASE,VBP,O
,COME,VB,O
,AGAIN.,NNP,O
,GOODS,JJ,O
,SOLD,NN,O
,ARE,VBP,O
,NOT,RB,O
,REFUNDABLE,VBN,O
,RETURNABLE,NNP,O
,BANK,NNP,O
,ACC,NNP,O
,MBB,NNP,O
,5128,CD,O
,4851,CD,O
,2118,CD,O
,BANK,NNP,O
,ACC,NNP,O
,MBB,VBD,O
,5626,CD,O
,4732,CD,O
,1744,CD,O
,BANK,NNP,O
,ACC,NNP,O
,AMBANK,RB,O
,888,CD,O
,100,CD,O
,123,CD,O
,3706,CD,O
,GST,NNP,O
,SUMMARY,NNP,O
,AMOUNT,NNP,O
,(RM),-LRB-,O
,TAX,NN,O
,(RM),VBZ,O
,SR,NNP,O
,@,CD,O
,6%,CD,O
,68.87,CD,O
,4.13,CD,O
,ZR/OS/EZ,NNP,O
,0.00,CD,O
,0.00,CD,O
Sentence: 19,3,LS,O
,SHELL,NNS,B-company
,ISNI,NNP,I-company
,PETRO,NNP,I-company
,TRADING,VBG,I-company
,COMPANY,NNP,O
,NO:,NNP,O
,002643278-A,CD,O
,LOT,NNP,B-address
,2685,CD,I-address
,JLN,NNP,I-address
,GENTING,NNP,I-address
,KLANG,NNP,I-address
,53300,CD,I-address
,KL,NNP,I-address
,SITE,NNP,I-address
,1066,CD,I-address
,TELEPHONE,NN,O
,GST,NNP,O
,NO:,NNP,O
,0010,CD,O
,9010,CD,O
,5344,CD,O
,RECEIPT,NNP,O
,INVOICE,NNP,O
,NUMBER,NNP,O
,60000053668,CD,O
,35.10,CD,O
,LITRE,NNP,O
,PUMP,NNP,O
,#,$,O
,02,CD,O
,V-POWER,ADD,O
,97,CD,O
,RM,NNP,O
,86.00,CD,B-total
,A,NN,O
,2.450,CD,O
,TOTAL,NNP,O
,RM,NNP,O
,86.00,CD,B-total
,VISA,NNP,O
,RM,NNP,O
,86.00,CD,B-total
,6.00%,CD,O
,GST,NNP,O
,A,DT,O
,RM,NNP,O
,4.87,CD,O
,TOTAL,JJ,O
,GROSS,JJ,O
,A,DT,O
,RM,NNP,O
,86.00,CD,B-total
,SHELL,NNP,B-company
