,Receipt ID,Line #,Text,Class (item/total),Class (item/total).1,Class (item/total).2
533,US23,14,1 Taco Tuesday Pastor $1.00,Items,,
534,US23,15,1 Horchata $2.99,Items,,
535,US23,16,1 Taco Tuesday Pollo $1.00,Items,,
536,US23,17,1 Taco D Cochinita $2.99,Items,,
537,US23,18,1 Taco D Carnitas $2.99,Items,,
538,US23,19,Subtotal $28.95 ,Subtotal,,
539,US23,20,Tax $2.03,Tax,,
540,US23,21,Total $30.98,Total,,
541,US23,22,Order ZTOG7ZX6ANR8,Misc.,,
542,US24,1,VILLA D'ESTE RESTAURANT,Store Name,,
543,US24,2,186 Jericho Tpke,Address,,
544,US24,3,"floral park, NY 11001",Address,,
545,US24,4,(516) 354-1355,Tel#,,
546,US24,5,Server: Jerry Station: 6 ,Misc.,Misc.,
547,US24,6,Dine In,Misc.,,
548,US24,7,Table: 3  Guests: 2 ,Misc.,Misc.,
549,US24,8,1 Coffee 3.50,Items,,
550,US24,9,1 Glass House Wine 9.95,Items,,
551,US24,10,1 Jumbo Coctail Shrimp 12.95,Items,,
552,US24,11,1 Escargot Bourguigonne 10.95,Items,,
553,US24,12,1 Veal Zingaria 23.95,Items,,
554,US24,13,1 Duckling ala Arancio 25.95,Items,,
555,US24,14,SUB TOTAL: 87.25,Subtotal,,
556,US24,15,Tax 1: 7.53,Tax,,
557,US24,16,TOTAL: $94.78,Total,,
558,US24,17,>> Ticket #:7 <<,Misc.,,
559,US24,18,2017-12-08 16:44:05,Date,Hour,
560,US24,19,Thank you for dining at Ville D' Este ,Misc.,,
561,US24,20,Please come again soon.,Misc.,,
562,US25,1,Laurel Tavern Hermosa Beach,Store Name,,
563,US25,2,1220 Hermosa Beach,Address,,
564,US25,3,"Hermosa Beach, CA 90254",Address,,
565,US25,4,Tel.,Tel#,,
566,US25,5,2019-01-12 13:23:00,Date,Hour,
567,US25,6,Waiter 80 Sophie,Misc.,,
568,US25,7,Table 501 Cust 1,Misc.,Misc.,
569,US25,8,Order 1388,Misc.,,
570,US25,9,1 BTL BEER 5.00,Items,,
571,US25,10,1 BRUSSELS SPROUTS 8.00,Items,,
572,US25,11,1 CANTONESE TENDERS 11.00,Items,,
573,US25,12,1 GRILLED CHEESE 12.00,Items,,
574,US25,13,1 $ADD GARLIC FRIES 4.50,Items,,
575,US25,14,Taxable: 40.50,Misc.,,
576,US25,15,Sub-total: 40.50,Subtotal,,
577,US25,16,Taxes: 3.85,Tax,,
578,US25,17,Total Due: 44.35,Total,,
579,US25,18,THANK YOU!!!,Misc.,,
580,US25,19,ALWAYS DRIVE SAFELY,Misc.,,
581,US25,20,Please visit our website:,Misc.,,
582,US25,21,www.laureltavern.com,Misc.,,
583,US25,22,INSTAGRAM: @laureltavern,Misc.,,
584,US26,1,WINGS & THINGS,Store Name,,
585,US26,2,"1717 DUTCH BRDY ELMONT, NY 11003",Address,,
586,US26,3,THANKS CALL AGAIN 516-341-7075,Misc.,Tel#,
587,US26,4,#168 OUT,Misc.,,
588,US26,5,1 MAC&CHZ - SMALL 1.19,Items,,
589,US26,6,1 COLL GRN - SMALL 1.19,Items,,
590,US26,7,1 1 CORN BREAD .62,Items,,
591,US26,8,1 5 WINGS 5.75,Items,,
592,US26,9,SPCY FRY,Misc.,,
593,US26,10,TXTL .75,Tax,,
594,US26,11,TOTL 9.50,Total,,
595,US26,12,CASH 9.50,Misc.,,
596,US26,13,CHNG .00,Misc.,,
597,US26,14,THANK YOU COME AGAIN,Misc.,,
598,US26,15,PM# 1 ,Misc.,,
599,US26,16,0168 20:14 # 04 MAR. 19' 17 REG0001,Date,Date,
600,US27,1,8030 Renaissance Parkway,Address,,
601,US27,2,"Durham, NC 27713",Address,,
602,US27,3,(984) 329-2900,Tel#,,
603,US27,4,Server: ANASTASHIA 05/18/2019,Date,Date,
604,US27,5,Table 57/1 12:25 PM,Date,Hour,
605,US27,6,Guests: 2 80001,Misc.,,
606,US27,7,Taco Salad 15.49,Items,,
607,US27,8,Ground Beef,Items,,
608,US27,9,Add Chicken Fajita 8.99,Items,,
609,US27,10,Pechuga de Pollo 18.99,Items,,
610,US27,11,Subtotal 43.47,Subtotal,,
611,US27,12,Tax 3.26,Tax,,
612,US27,13,Total 46.73,Total,,
613,US27,14,Balance Due 46.73,Misc.,,
614,US27,15,Ask your Server about the,Misc.,,
615,US27,16,Uncle Julio's Loyalty Program,Misc.,,
616,US27,17,Free to join and tons of rewards to earn!,Misc.,,
617,US28,1,Ia Source,Store Name,,
618,US28,2,"39, Rue Alain Chartier",Address,,
619,US28,3,75015 Paris,Address,,
620,US28,4,#0002 Caisse 2 02-08-2015,Date,Date,
621,US28,5,NOTE,Misc.,,
622,US28,6,1 PERRIER 5.80  *5.80,Items,,
623,US28,7,1 COCA-COLA 5.80 *5.80,Items,,
624,US28,8,1 OUS ORANGE 5.40 *5.40,Items,,
625,US28,9,TOTAL EURO *17.00,Total,,
626,US28,10,H.T TVA 10% *15.45,Subtotal,,
627,US28,11,DONT TVA 10% *1.55,Tax,,
628,US28,12,TOTAL TTC 10% *17.00,Total,,
629,US28,13,Tel: 01.48.26.44.81,Tel#,,
630,US28,14,PRIX NET,Misc.,,
631,US28,15,MERCI DE VOTRE VISITE,Misc.,,
632,US29,1,PAPPADEAUX,Store Name,,
633,US29,2,SEAFOOD KITCHEN,Store Name,,
634,US29,3,Pappadeaux Seafood Kitchen (030),Store Name,,
635,US29,4,"1304 Copeland Rd, Arlington, TX 76011",Address,,
636,US29,5,(817) 543-0544,Tel#,,
637,US29,6,www.Pappadeaux.com,Misc.,,
638,US29,7,0035 Table 72 #Party 3,Misc.,,
639,US29,8,SARAH H SvrCk: 2 12:11 11/18/17,Date,Hour,Date
640,US29,9,DINE IN,Misc.,,
641,US29,10,1 Lump Crab & Spinach Dip 15.95,Items,,
642,US29,11,1 Cajun Combo 18.95 ,Items,,
643,US29,12,1 Lunch Shrimp & Andouille 13.95,Items,,
644,US29,13,Sub Total: 48.85,Subtotal,,
645,US29,14,Tax: 3.91,Tax,,
646,US29,15,Sub Total: 52.76,Subtotal,,
647,US29,16,11/18 12:45 TOTAL: 52.76,Date,Hour,Total
648,US29,17,Thank you for dining at Pappadeaux.,Misc.,,
649,US29,18,Tip Not Included,Misc.,,
650,US29,19,15% 7.91,Misc.,,
651,US29,20,18% 9.50,Misc.,,
652,US29,21,20% 10.55,Misc.,,
653,US29,22,e-Gift Card Payment (19 Digits),Misc.,,
654,US29,23,Present e-Gift Card for validation.,Misc.,,
655,US30,1,Store #1291,Misc.,,
656,US30,2,Panda Express,Store Name,,
657,US30,3,"Everett, WA",Address,,
658,US30,4,(425)710-0278,Tel#,,
659,US30,5,2013-03-16 15:41:24,Date,Hour,
660,US30,6,Order: 177437 Server: Tameka J,Misc.,,
661,US30,7,1 PARTY PK 18-22 139.00,Items,,
662,US30,8,CHOW MEIN,Items,,
663,US30,9,FRIED RICE,Items,,
664,US30,10,FRIED/C MEIN,Items,,
665,US30,11,ORANGE CKN,Items,,
666,US30,12,GRILL TERIYAKI CKN,Items,,
667,US30,13,PEPPERCORN SHRIMP 12.00,Items,,
668,US30,14,SubTotal 151.00,Subtotal,,
669,US30,15,TAX 13.89,Tax,,
670,US30,16,Total 164.89,Total,,
671,US30,17,Cash 200.00,Misc.,,
672,US30,18,Change 33.11,Misc.,,
673,US30,19,* FREE ENTREE ITEM! *,Misc.,,
674,US30,20,* WE VALUE YOUR OPINION! *,Misc.,,
675,US30,21,* Call 1-888-51-PANDA (72632) or *,Items,,
676,US30,22,* Visit pandaexpress.com/guest* ,Misc.,,
677,US31,1,Micros Demo System,Misc.,,
678,US31,2,Welcorme to Yogurtland,Store Name,,
679,US31,3,12502 Ncorth Kendall Drive,Address,,
680,US31,4,"Miami, FL 33186",Address,,
681,US31,5,(305) 279-3478,Tel#,,
682,US31,6,Date: Sep07'18 09:28PM,Date,Hour,
683,US31,7,Card Type: VISA,Misc.,,
684,US31,8,Acct #: XXXXXXXXXXXX3862,Misc.,,
685,US31,9,Card Entry: SWIPED,Misc.,,
686,US31,10,Trans Type: PURCHASE,Misc.,,
687,US31,11,Trans Key: III008007193348,Misc.,,
688,US31,12,Auth Code: 071410,Misc.,,
689,US31,13,Check: 1082,Misc.,,
690,US31,14,Server: 1041 melanie,Misc.,,
691,US31,15,Tota 17.80,Total,,
692,US31,16,**NO SIGNATURE REQUIRED,Misc.,,
693,US31,17,FOR PURCHASES UNDER $20.00**,Misc.,,
694,US32,1,CARL 'S JR 1100375,Store Name,,
695,US32,2,(916) 962-3415,Tel#,,
696,US32,3,8105 MADISON AVE,Address,,
697,US32,4,"FAIR OAKS, CA",Address,,
698,US32,5,Register 1 0rder is Tendered,Misc.,,
699,US32,6,2016-12-19 19:42:42,Date,Hour,
700,US32,7,DriveThru #3100 3625,Misc.,,
701,US32,8,2 Santa Fe Ckn $11.38,Items,,
702,US32,9,- American Ch,Items,,
703,US32,10,E Green Chile $0.70,Items,,
704,US32,11,S Santa Fe Sce,Items,,
705,US32,12,Sub Total $12.08,Subtotal,,
706,US32,13,Discounts $0. 00,Misc.,,
707,US32,14,Tax $0.97,Tax,,
708,US32,15,Total $13.05,Total,,
709,US32,16,Credit $13.05,Misc.,,
710,US32,17,Change $0.00,Misc.,,
711,US33,1,SUKHOTHAI,Store Name,,
712,US33,2,SUKHOTHAI SUSHI + ASIAN,Store Name,,
713,US33,3,FUSION,Store Name,,
714,US33,4,11735 SW 147 AVE UNIT 36,Address,,
715,US33,5,"MIAMI, FL 33196",Address,,
716,US33,6,7865774888,Tel#,,
717,US33,7,http://www.sukhothaius.com,Misc.,,
718,US33,8,*Order online www.sukhothaius.com****,Misc.,,
719,US33,9,ORDER: 0003,Misc.,,
720,US33,10,DINE-IN,Misc.,,
721,US33,11,Cashier: Sergio,Misc.,,
722,US33,12,19-Apr-2019 2:02:26P,Date,Hour,
723,US33,13,Transaction 211209,Misc.,,
724,US33,14,1Chicken Fried Rice And Egg $$7.99,Items,,
725,US33,15,Lunch,Items,,
726,US33,16,1 California Tropic And Miso $7.99,Items,,
727,US33,17,Lunch,Items,,
728,US33,18,1 Add Two Tostones $1.00,Items,,
729,US33,19,1 Sprite $2.50,Items,,
730,US33,20,1 Perrier Sparkling Water $3.50,Items,,
731,US33,21,Subtotal $22.98,Subtotal,,
732,US33,22,Tax $1.61,Tax,,
733,US33,23,Service fees on tables. $3.45,Misc.,,
734,US33,24,Restaurant (15.0%),Misc.,,
735,US33,25,Total $28.04,Total,,
736,US33,26,CREDIT CARD AUTH $28.04,Misc.,,
737,US34,1,Ia Source,Store Name,,
738,US34,2,"39, Rue Alain Chartier",Address,,
739,US34,3,75015 Paris,Address,,
740,US34,4,#0002 Caisse 2 02-08-2015,Date,Date,
741,US34,5,NOTE,Misc.,,
742,US34,6,1 PERRIER 5.80  *5.80,Items,,
743,US34,7,1 COCA-COLA 5.80 *5.80,Items,,
744,US34,8,1 OUS ORANGE 5.40 *5.40,Items,,
745,US34,9,TOTAL EURO *17.00,Total,,
746,US34,10,H.T TVA 10% *15.45,Subtotal,,
747,US34,11,DONT TVA 10% *1.55,Tax,,
748,US34,12,TOTAL TTC 10% *17.00,Total,,
749,US34,13,Tel: 01.48.26.44.81,Tel#,,
750,US34,14,PRIX NET,Misc.,,
751,US34,15,MERCI DE VOTRE VISITE,Misc.,,
752,US35,1,"FAIRVIEW, NJ 07022",Address,,
753,US35,2,Phone: (201) 840-8428,Tel#,,
754,US35,3,Check:832869 Guests: 1,Misc.,,
755,US35,4,Date:02/11/19 Time:07:46pm,Date,Hour,
756,US35,5,Table:23 Server:DANIELA,Misc.,,
757,US35,6,1 Guaca Chicharron $13.95,Items,,
758,US35,7,2 EMPANADA $3.00,Items,,
759,US35,8,1 PARGO FRITO $19.95,Items,,
760,US35,9,Ensalada,Items,,
761,US35,10,Aguacate,Items,,
762,US35,11,No Cebolla,Items,,
763,US35,12,No Cebolla Roja,Items,,
764,US35,13,1 MARY CHICKEN $17.00,Items,,
765,US35,14,Tostones,Items,,
766,US35,15,Tostones ,Items,,
767,US35,16,<<ToGo 2>>>>>>>>>>>>>>>,Misc.,,
768,US35,17,1 SALMON A LA PLANCHA $16.00,Items,,
769,US35,18,Ensalada,Items,,
770,US35,19,Ensalada,Items,,
771,US35,20,Subtotal: $69.90,Subtotal,,
772,US35,21,Void: -$17.95,Misc.,,
773,US35,22,Tax: $3.44,Tax,,
774,US35,23,Sbtl w/Tax: $73.34,Subtotal,,
775,US35,24,Amt Due: $55.39,Total,,
776,US36,1,BK SOUL FOOD &CATERING,Store Name,,
777,US36,2,11318 YONKERS AVE,Address,,
778,US36,3,"YONKERS, NY 10704",Address,,
779,US36,4,914-237-5083,Tel#,,
780,US36,5,"June 23, 2019 at 2:33 PM",Date,Hour,
781,US36,6,ORDER # 1019,Misc.,,
782,US36,7,Admin,Misc.,,
783,US36,8,WINGS (5) 12.50,Items,,
784,US36,9,MAC&CHEESE,Items,,
785,US36,10,YAMS,Items,,
786,US36,11,SIDE (SM) x3 12.00,Items,,
787,US36,12,YAMS,Items,,
788,US36,13,MAC & CHEESE,Items,,
789,US36,14,COLLARD GREENS,Items,,
790,US36,15,Subtotal 24.50,Subtotal,,
791,US36,16,Tax 2.17,Tax,,
792,US36,17,Discount 0.00,Misc.,,
793,US36,18,Total 26.67,Total,,
794,US36,19,11477215613,Misc.,,
795,US37,1,CHURCH'S CHICKEN #4717,Store Name,,
796,US37,2,7635 WINNETKA,Address,,
797,US37,3,CANOGA PARK CA 818 576 0498,Address,Tel#,
798,US37,4,#253 DR-T,Misc.,,
799,US37,5,1 9PC LT 9.99,Items,,
800,US37,6,NET 9.99,Subtotal,,
801,US37,7,TXTL .95,Tax,,
802,US37,8,TOTL 10.94,Total,,
803,US37,9,CASH 11.00,Misc.,,
804,US37,10,CHNG .06,Misc.,,
805,US37,11,THANK YOU COME AGAIN!!!,Misc.,,
806,US37,12,LISBETH,Misc.,,
807,US37,13,0203 20:57 #02 MAY.21'19 REG0002,Date,Date,
808,US38,1,YUM'S RESTAURANT,Store Name,,
809,US38,2,"12635 Laurel Bowie Rd, Laurel, MD 20708",Address,,
810,US38,3,Tel (301)776-5002,Tel#,,
811,US38,4,Walk_In,Misc.,,
812,US38,5,2018-06-24 16:19:00,Date,Hour,
813,US38,6,Steak Cheese Egg Rolls (2) 4.49,Items,,
814,US38,7,4 Wings w French Fries 7.20,Items,,
815,US38,8,Mumbo S et,Items,,
816,US38,9,4 Wings w French Fries 7.20,Items,,
817,US38,10,Mumbo S et,Items,,
818,US38,11,Hot Sauce et,Items,,
819,US38,12,Homemade Half Half 1.89,Items,,
820,US38,13,Food Subtotal: 20.78,Subtotal,,
821,US38,14,Bev Subtotal: 0.00,Subtotal,,
822,US38,15,Food Tax: 1.25,Tax,,
823,US38,16,Bev Tax: 0.00,Tax,,
824,US38,17,Total: 22.03,Total,,
825,US38,18,Received: 22.03,Misc.,,
826,US38,19,Change: 0.00,Misc.,,
827,US38,20,PAID Cash,Misc.,,
828,US38,21,Thank You,Misc.,,
829,US39,1,Araxi Burger Aventura,Store Name,,
830,US39,2,17861 BISCAYNE BLVD,Address,,
831,US39,3,"Aventura, FL 33160",Address,,
832,US39,4,Server: Valerie P 03/17/19 5:39 PM,Date,Date,Hour
833,US39,5,Check #33 Table 12,Misc.,,
834,US39,6,2 Vanilla Bean $12.00,Items,,
835,US39,7,Classic Burger 4oz $8.00,Items,,
836,US39,8,Route 66 Burger 8oz $14.00,Items,,
837,US39,9,10% (10.00%) -$3.40,Misc.,,
838,US39,10,Subtotal $30.60,Subtotal,,
839,US39,11,Service Charge (18.00%) $6.12,Misc.,,
840,US39,12,Tax $2.14,Tax,,
841,US39,13,Total $38.86,Total,,
842,US39,14,Powered by Toast,Misc.,,
843,US40,1,730 Tavern Kitchen & Patio,Store Name,,
844,US40,2,730tavern.com,Misc.,,
845,US40,3,730 Mass Ave,Address,,
846,US40,4,"Cambridge, MA 02139-3308",Address,,
847,US40,5,617-868-8800,Tel#,,
848,US40,6,Server: Megan 09/23/2017,Date,Date,
849,US40,7,Table: 3/1 9:40 PM,Date,Hour,
850,US40,8,Guests: 2 30062,Misc.,,
851,US40,9,Reprint #: 1,Misc.,,
852,US40,10,Manhattan (3@16.00) 48.00,Items,,
853,US40,11,(3)Makers Mark,Items,,
854,US40,12,Grey Goose (3@9.50) 28.50,Items,,
855,US40,13,Rocks (3@1.00) 3.00,Items,,
856,US40,14,Subtotal 79.50,Subtotal,,
857,US40,15,Tax 5.57,Tax,,
858,US40,16,Total 85.07,Total,,
859,US40,17,Balance Due 85.07,Misc.,,
860,US40,18,SUGGESTED GRATUITY PRIOR TO DISCOUNT,Misc.,,
861,US40,19,22% $ 17.49,Misc.,,
862,US40,20,20% $15.90,Misc.,,
863,US40,21,18% $14.31,Misc.,,
864,US41,1,DAILY GRIL,Store Name,,
865,US41,2,EXCELLENCE SERVED DAILY,Misc.,,
866,US41,3,Daily Grill,Store Name,,
867,US41,4,2501 Colorado Ave,Address,,
868,US41,5,"Santa Monica, CA 90404",Address,,
869,US41,6,Server: Dana 11/01/2018,Date,Date,
870,US41,7,Table 54/1 7:30 PM,Date,Hour,
871,US41,8,Guests: 2,Misc.,,
872,US41,9,#20027,Misc.,,
873,US41,10,Coke 3.65,Items,,
874,US41,11,Short Rib 27.95,Items,,
875,US41,12,Diet Coke 3.65,Items,,
876,US41,13,Crispy Naked Wings 11.95,Items,,
877,US41,14,Rib Eye Steak 35.75,Items,,
878,US41,15,Broccoli,Items,,
879,US41,16,Become a fan or write a review.,Misc.,,
880,US41,17,"Find us on Facebook, Twitter & Yelp.",Misc.,,
881,US41,18,Subtotal 82.95,Subtotal,,
882,US41,19,Tax 8.50,Tax,,
883,US41,20,Total 91.45,Total,,
884,US41,21,Balance Due 91.45,Misc.,,
885,US41,22,Sign up @ DailyGrill.com,Misc.,,
886,US41,23,to Receive Exclusive,Misc.,,
887,US41,24,Offers& Promotions.,Misc.,,
888,US42,1,KICKIN KAJUN KAPOLEI,Store Name,,
889,US42,2,Ka Makana Ali'i,Store Name,,
890,US42,3,"91-5431 Kapolei Parkway, Suite 426",Store Name,,
891,US42,4,"Kapolei, HI 96707",Address,,
892,US42,5,(808) 628-4771,Tel#,,
893,US42,6,Server: Chenay B,Misc.,,
894,US42,7,Table: Table 2,Misc.,,
895,US42,8,"Date: 7/18/19, 5:47 PM",Date,Hour,
896,US42,9,Margarita $6.00,Items,,
897,US42,10,Add Tequila +$4.00,Items,,
898,US42,11,Strawberry Daiquiri $6.00,Items,,
899,US42,12,Add Vodca +$4.00,Items,,
900,US42,13,Snow Combo $54.00,Items,,
901,US42,14,Kickin Sauce +$0.00,Items,,
902,US42,15,Mild +$0.00,Items,,
903,US42,16,Subtotal: $74.00,Subtotal,,
904,US42,17,Total Tax: $3.49,Tax,,
905,US42,18,Total: $77.49,Total,,
906,US42,19,Receipt Total: $38.75,Total,,
907,US42,20,Suggested Gratuity,Misc.,,
908,US43,1,HOLLYWOOD CAFE & SPORTS BAR,Store Name,,
909,US43,2,AM Dining Rm,Misc.,,
910,US43,3,Date: 09/08/2017 Time: 5:41 PM,Date,Hour,
911,US43,4,Check: 332114 Table: 42,Misc.,,
912,US43,5,Covers: 2 Person#: 1,Misc.,,
913,US43,6,Server #: 346 Opened: 12:13:00 PM,Date,Hour,
914,US43,7,SODA 2.49,Items,,
915,US43,8,CHEESE STEAK 10.49,Items,,
916,US43,9,+AMERICAN CHS 1.00,Items,,
917,US43,10,+FRD ONION  0. 75,Items,,
918,US43,11,Chix Cheesesteak 10.49,Items,,
919,US43,12,SUB-TOTAL 25.22,Subtotal,,
920,US43,13,Food Tax 1.74,Tax,,
921,US43,14,Liquor Tax 0.00,Tax,,
922,US43,15,Other Taxes 0.00,Tax,,
923,US43,16,Total Tax 1.74,Tax,,
924,US43,17,TOTAL 26.96,Total,,
925,US43,18,THANK YOU!,Misc.,,
926,US44,1,GENERAL POOR ' S,Store Name,,
927,US44,2,TAVERN,Store Name,,
928,US44,3,45 MAIN STREET,Address,,
929,US44,4,"HACKENSACK, NJ O7601",Address,,
930,US44,5,( 201)487-5882,Tel#,,
931,US44,6,Check#: 555149 Guests: 0,Misc.,,
932,US44,7,Date:04/10/16 Time: 12:30pm,Date,Hour,
933,US44,8,Table: ServerVERONIQUE,Misc.,,
934,US44,9,40 BONELESS WINGS SPEC $10.00,Items,,
935,US44,10,Subtotal: $10.00,Subtotal,,
936,US44,11,Tax: $0.70,Tax,,
937,US44,12,Sbtl w/Tax: $10.70,Subtotal,,
938,US44,13,Amt Due: $10.70,Total,,
939,US44,14,THANK YOU,Misc.,,
940,US44,15,FOR CHOOSING,Misc.,,
941,US44,16,GENERAL POOR' S!!,Misc.,,
942,US44,17,TIM,Misc.,,
943,US45,1,Nancy's,Store Name,,
944,US45,2,255-41 Jericho Turnpike,Address,,
945,US45,3,"Floral Park, NY 11001",Address,,
946,US45,4,Tel: 718.343-4616,Tel#,,
947,US45,5,www.nancysrestaurant.net,Misc.,,
948,US45,6,106 Tom,Misc.,,
949,US45,7,Check: 1075 Guests: 2,Misc.,,
950,US45,8,Table: 34-1,Misc.,,
951,US45,9,09/24/2016 08:22PM,Date,Hour,
952,US45,10,DINE IN,Misc.,,
953,US45,11,1 gl Imp White 7.75,Items,,
954,US45,12,1 Blue Moon Tap 6.00,Items,,
955,US45,13,1 Mozzarella&Tomato 9.95,Items,,
956,US45,14,1 Pork Quesadilla 9.95,Items,,
957,US45,15,1 Fren Onion Soup 5.95,Items,,
958,US45,16,1 Pork Chop 21.95,Items,,
959,US45,17,1 Hanger Sizzle 24.95,Items,,
960,US45,18,SUBTOTAL 86.50,Subtotal,,
961,US45,19,Tax 7.68,Tax,,
962,US45,20,TOTAL DUE $94.18,Total,,
963,US46,1,Primo,Store Name,,
964,US46,2,Family Restaurant,Store Name,,
965,US46,3,2019-03-05 20:14:00,Date,Hour,
966,US46,4,DARWIN D Table:10 Check: 137,Misc.,,
967,US46,5,3 Prem Glass @7.50 $22.50,Items,,
968,US46,6,1 MED Veggie @27.00 $27.00,Items,,
969,US46,7,Sub-Total $48.50,Subtotal,,
970,US46,8,Sales Tax $2.97,Tax,,
971,US46,9,Total $52.47,Total,,
972,US46,10,Payments,Misc.,,
973,US46,11,MASTERCARD ***6170 $52.47,Misc.,,
974,US46,12,Amount Due $0.00,Misc.,,
975,US46,13,Charge Receipt,Misc.,,
976,US46,14,Server: DARWIN D,Misc.,,
977,US46,15,Table No: 10,Misc.,,
978,US46,16,Check No: 137,Misc.,,
979,US46,17,SALE,Misc.,,
980,US47,1,BIG JO's,Store Name,,
981,US47,2,"1955 BROADWAY Jan 25, 2018",Address,Date,
982,US47,3,"SANTA MONICA, CA 90404 11:47 AM",Address,Hour,
983,US47,4,(310) 828-3191,Tel#,,
984,US47,5,www.bigjosburgers.com,Misc.,,
985,US47,6,Ticket: Shirley Cash,Misc.,,
986,US47,7,Receipt Qxi,Misc.,,
987,US47,8,PICKUP,Misc.,,
988,US47,9,HB $4.00,Items,,
989,US47,10,Regular Price,Items,,
990,US47,11,French Fries x2 $5.00,Items,,
991,US47,12,($2.50 each),Items,,
992,US47,13,Turkey Burger $8.85,Items,,
993,US47,14,Combo,Items,,
994,US47,15,HB $8.35,Items,,
995,US47,16,"Combo, Grilled Onion ($0.75)",Items,,
996,US47,17,CB x2 $15.70,Items,,
997,US47,18,($7.85 each),Items,,
998,US47,19,Combo,Items,,
999,US47,20,CB $5.00,Items,,
1000,US47,21,"Regular Price, Grilled Onion ($0.75)",Items,,
1001,US47,22,Chill Fries $4.35,Items,,
1002,US47,23,Subtotal $51.25,Subtotal,,
1003,US47,24,Sales Tax $5.25,Tax,,
1004,US47,25,Total $56.50,Total,,
1005,US47,26,Cash $60.00,Misc.,,
1006,US47,27,Change $3.50,Misc.,,
1007,US48,1,CAFE PARISIEN LARCHMONT LLC,Store Name,,
1008,US48,2,242 N LARCHMONT BLVD,Address,,
1009,US48,3,"LOS ANGELES, CA 90004",Address,,
1010,US48,4,(310) 815-8222,Tel#,,
1011,US48,5,Dine In,Misc.,,
1012,US48,6,"Server: Kimberly L. Jan 24, 2019",Date,Date,
1013,US48,7,Receipt: YWG5 10:29 AM,Date,Hour,
1014,US48,8,Table: 36,Misc.,,
1015,US48,9,Item(s),Misc.,,
1016,US48,10,CROISSANT AUX RAISINS $4.00,Items,,
1017,US48,11,Cappucino $4.75,Items,,
1018,US48,12,Subtotal $8.75,Subtotal,,
1019,US48,13,Sales Tax (9.5%) $0.83,Tax,,
1020,US48,14,Total $9.58,Total,,
1021,US48,15,Customer Copy,Misc.,,
1022,US49,1,Caldera,Store Name,,
1023,US49,2,BREWERY,Store Name,,
1024,US49,3,&,Store Name,,
1025,US49,4,RESTAURANT,Store Name,,
1026,US49,5,"ASHLAND, OREGON",Address,,
1027,US49,6,590 Clover Lane,Address,,
1028,US49,7,"Ashland, OR",Address,,
1029,US49,8,(541) 482-HOPS,Tel#,,
1030,US49,9,Server: Hope 12/28/2017,Date,Date,
1031,US49,10,2020-01-01 19:06:00,Date,Hour,
1032,US49,11,Guests: 2,Misc.,,
1033,US49,12,#20071,Misc.,,
1034,US49,13,Glass Imp Stout 5.00,Items,,
1035,US49,14,Ashland Amber 4.75,Items,,
1036,US49,15,Butter Noodles 7.00,Items,,
1037,US49,16,Oatmeal Stout 4.75,Items,,
1038,US49,17,Mahi Mahi TACO 15.00,Items,,
1039,US49,18,Subtotal 36.50,Subtotal,,
1040,US49,19,Tax 1.10,Tax,,
1041,US49,20,Total 37.60,Total,,
1042,US49,21,Balance Due 37.60,Misc.,,
1043,US49,22,Cheers from Caldera Brewery &Restaurant,Misc.,,
1044,US49,23,Please Drive Carefully,Misc.,,
1045,US49,24,"WE SELL CANS, BOTTLES AND GROWLERS TO GO",Misc.,,
1046,US50,1,LANDFALL RESTAURANT,Store Name,,
1047,US50,2,APRIL TO DECEMBER,Misc.,,
1048,US50,3,0084 Table 31 #Party 3,Misc.,,
1049,US50,4,DWYER M SvrCk: 13 11:47a 06/10/17,Date,Hour,Date
1050,US50,5,Separate checks: 6-of-6,Misc.,,
1051,US50,6,1 CUP CHOWDER 6.00,Items,,
1052,US50,7,Sub Total: 6.00,Subtotal,,
1053,US50,8,Tax: 0.40,Tax,,
1054,US50,9,GRAT 18 1.15,Total,,
1055,US50,10,06/10 1:39p TOTAL: 7.55,Date,Hour,Total
1056,US50,11,LUNCH & DINNER,Misc.,,
1057,US50,12,WE TAKE RESERVATIONS,Misc.,,
1058,US50,13,EST 1946,Misc.,,
1059,US50,14,508-548-1758,Misc.,,
1060,US51,1,1660 India Street,Address,,
1061,US51,2,Server: Jake 12/17/2017,Date,Date,
1062,US51,3,Table 24/1 6:29 PM,Date,Hour,
1063,US51,4,Guests: 2  20018,Misc.,,
1064,US51,5,GI Karma Cab Sauv 12.00,Items,,
1065,US51,6,GI Douglass Green SB 11.00,Items,,
1066,US51,7,PKLI Green Curry ScaIlops 27.95,Items,,
1067,US51,8,PKLI Piri Piri Chicken 23.75,Items,,
1068,US51,9,Subtotal 74.70,Subtotal,,
1069,US51,10,Tax 6.00,Tax,,
1070,US51,11,Surcharge 3.75% SC* 2.80,Tax,,
1071,US51,12,Total 83.50,Total,,
1072,US51,13,Balance Due 83.50,Misc.,,
1073,US51,14,*3.75% SC- In support,Misc.,,
1074,US51,15,of the increases to min wage,Misc.,,
1075,US51,16,"To find out why, visit",Misc.,,
1076,US51,17,www.wnIhosp.com/rttd,Misc.,,
1077,US52,1,Chili's Grill & Bar,Store Name,,
1078,US52,2,Puente Hills #25,Address,,
1079,US52,3,17588 Castleton St,Address,,
